ROTACION DUANA @@@@@@@
CODIGO@MEDICAMENTO@MOLECULA@PROMEDIO MES@STOCK FARMACIA@PEDIDO 60 DIAS@@STOCK BODEGA
180A0370299@ABACAVIR 300mg TABLETA | FRASCO X 60. LEGRAND@ABACAVIR@0@60@0@@0
2194D001630576@ALCOHOL ANTISEPTICO 70% 700 ML CX6 1 UNIDAD | FRASCO X 1. TECNOQUIMICAS S.A@DESINFECTANTE PARA USOS QUIRURGICOS@0@13@0@@7571
2142D001640617@ALMIPRO CREMA 500g CREMA | CAJA X 1. DROGUERIA SAN JORGE@DROGA BLANCA Y PREPARADOS@3@0@6@@108
371D0890001@AVODART 0.5mg CAPSULA | CAJA X 30. GLAXO@DUTASTERIDA@510@0@1020@@990
371D0990001@DUODART 0.5mg/0.4mg CAPSULA | CAJA X 30. GLAXO@DUTASTERIDE-TAMSULOSINA@30@30@30@@570
219E001290668@EQUIPO NUTRIFLO 1500ML BOLSA  REF:BRD0202 CX40 1 UNIDAD | BOLSA X 1. LABORATORIO BAXTER@EQUIPO ADMINISTRACION DE LIQUIDOS@123@38@208@@0
2111E001290001@EQUIPO CYSTOFLO ADULTO 2000 ML LIFE CAREL CX20 1 UNIDAD | . X 1. LIFE CARE@EQUIPO ADMINISTRACION DE LIQUIDOS@0@1@0@@133
2248E001290001@EQUIPO MACROGOTEO S/A MEDISPO 1 UNIDAD | . X . PROTEX S.A@EQUIPO ADMINISTRACION DE LIQUIDOS@5@42@0@@0
2242E001290684@SENSOR ENLITE REF: MMT7008A 1 UNIDAD | CAJA X 1. MEDTRONIC LATIN AMERICA INC.@EQUIPO ADMINISTRACION DE LIQUIDOS@2@0@5@@0
2242E001290683@ADHESIVO FIJACION PARA SENSOR REF.IV3000 C X 10 1 UNIDAD | . X 1. MEDTRONIC LATIN AMERICA INC.@EQUIPO ADMINISTRACION DE LIQUIDOS@2@0@4@@0
2242E001290681@EQUIPO INFUSION INSULIN 6M-23 REF.MMT399-398 C X 10 1 UNIDAD | . X 1. MEDTRONIC LATIN AMERICA INC.@EQUIPO ADMINISTRACION DE LIQUIDOS@2@0@5@@0
219E001290666@EQUIPO MACROGOTEO C/SITIO EN 2 Y MRC0005MP 1 UNIDAD | CAJA X 100. LABORATORIO BAXTER@EQUIPO ADMINISTRACION DE LIQUIDOS@27@43@11@@0
2242E001290680@PARADIGMA RESERVORIO 3.0 ML REF.MMT332A C X 10 1 UNIDAD | . X 1. MEDTRONIC LATIN AMERICA INC.@EQUIPO ADMINISTRACION DE LIQUIDOS@2@0@5@@0
2177E001310708@SENSI CARE SPRAY  REF:413502 50ml SOLUCION TOPICA | CAJA X 1. ALLERS S.A@ESTERILIZACION  QUIRURGICAS@0@1@0@@0
219S000542264@ENEMA TRAVAD SOLUCION SALINA BOLSA REF:ARD0004 2.5%/1000ml SOLUCION RECTAL | CAJA X 12. TECNOQUIMICAS@FOSFATO DE SODIO DIBASICO+MONO@54@0@109@@71
219S000542258@ENEMA TRAVAD ORAL  6+16g/133ml SOLUCION ORAL | CAJA X 24. TECNOQUIMICAS@FOSFATO DE SODIO DIBASICO+MONO@146@0@292@@10
219S000542257@ENEMA TRAVAD BOLSA RD0001  16g+6g/133ml SOLUCION RECTAL | CAJA X 60. TECNOQUIMICAS@FOSFATO DE SODIO DIBASICO+MONO@21@13@30@@733
2203G000760783@GUANTE EXAMEN TALLA M     MADHOS  1 UNIDAD | CAJA X 100. DUMIAN MEDICAL S.A.S@GUANTES QUIRURGICOS@3800@0@7600@@100
2203G000760784@GUANTE EXAMEN TALLA L MADHOS 1 UNIDAD | CAJA X 100. DUMIAN MEDICAL S.A.S@GUANTES QUIRURGICOS@300@0@600@@0
2203G000760785@GUANTE EXAMEN TALLA S    MADHOS 1 UNIDAD | CAJA X 100. DUMIAN MEDICAL S.A.S@GUANTES QUIRURGICOS@750@1100@400@@0
3374H0340001@VENOSMIL 200mg CAPSULA | CAJA X 60. FAES FARMA@HIDROSMINA@0@60@0@@0
2248J000020001@JERINGA 10 ML C/A 21 X 1 1/2 MEDISPO 1 UNIDAD | CAJA X . PROTEX S.A@JERINGAS QUIRURGICAS@132@209@56@@0
2203J000020983@JERINGA 10 ML C/A 21G X 1 1/2 CX100 MADHOS 1 UNIDAD | . X 1. DUMIAN MEDICAL S.A.S@JERINGAS QUIRURGICAS@19@6@32@@0
2203J000020974@JERINGA 5 ML C/A 21 X 1 1/2  CX100 1 UNIDAD | . X 1. PROTEX S.A@JERINGAS QUIRURGICAS@37@225@0@@0
2227J000020999@JERINGA 60 ML PUNTA CATETER    REF:309620 1 UNIDAD | CAJA X 1. LABORATORIO BECTON DICKINSON@JERINGAS QUIRURGICAS@90@44@137@@0
2203J000020973@JERINGA 5 ML C/A 21 X 1 1/2 MADHOS CX100 1 UNIDAD | . X 1. DUMIAN MEDICAL S.A.S@JERINGAS QUIRURGICAS@34@0@69@@0
2203J000020971@JERINGA 20 ML 21 X 1 1/2 CX45 1 UNIDAD | CAJA X 1. PROTEX S.A@JERINGAS QUIRURGICAS@0@15@0@@0
2205J000020985@JERINGA 20 ML 21 X 1 1/2 3PTS  CX50 1 UNIDAD | CAJA X 1. ETERNA@JERINGAS QUIRURGICAS@0@1@0@@0
311K0020001@KETOCONAZOL 2% CREMA | TUBO X 30g. ANGLOPHARMA@KETOCONAZOL@4@5@3@@60
220M001611946@MIRENA EVO 52mg UNIDAD | CAJA X 1. BAYER@LEVONORGESTREL@0@0@1@@0
3109L0060003@EUTIROX 50mcg TABLETA | CAJA X 50. MERCK@LEVOTIROXINA SODICA@0@50@0@@0
3A101L0060001@ELTROXIN 100mg TABLETA | CAJA X 50. ASPEN@LEVOTIROXINA SODICA@22@50@0@@0
3A101L0060002@ELTROXIN 50mg TABLETA | CAJA X 50. ASPEN@LEVOTIROXINA SODICA@0@50@0@@0
2M001M001610017@MICROPORE 1 PULGADA COLOR PIEL CX12 1 UNIDAD | . X 1. MADHOS S A S@MATERIAL MEDICOQUIRURGICO@3@10@0@@1
2M001M001610035@SONDA NELATON # 14 CX100 GCMEDICAL 1 UNIDAD | . X 1. MADHOS S A S@MATERIAL MEDICOQUIRURGICO@70@8@132@@0
2401M001610001@APLICADORES CON ALGODON PX100 MV 1 UNIDAD | . X 1. IMPORMED LTDA@MATERIAL MEDICOQUIRURGICO@8@15@2@@0
2211M001613293@GASA ESTERIL 7.5 X 7.5CM REF:25-334S (PX2) GHC 1 UNIDAD | . X 1. GLOBAL HEALTHCARE COLOMBIA@MATERIAL MEDICOQUIRURGICO@50@100@0@@1796
2C011M001612321@SONDA SUCCION # 16 CON CONTROL PLUS VITAL 1 UNIDAD | . X 1. CARDIOMED@MATERIAL MEDICOQUIRURGICO@20@21@19@@101
2M001M001610016@MICROPORE 2 PULGADAS COLOR PIEL CX6 1 UNIDAD | . X 1. MADHOS S A S@MATERIAL MEDICOQUIRURGICO@1@2@1@@5
2203S001372296@SONDA NELATON # 16 CX100 GCMEDICAS 1 UNIDAD | . X 1. MADHOS S A S@MATERIAL MEDICOQUIRURGICO@160@80@240@@0
2111M001610786@SONDA FOLLEY 16 X 5 2VIAS CX10  1 UNIDAD | BOLSA X 1. LIFE CARE@MATERIAL MEDICOQUIRURGICO@3@3@3@@0
2M001M001610014@EQUIPO MACROGOTERO SIN AGUJA CX400  1 UNIDAD | . X 1. MADHOS S A S@MATERIAL MEDICOQUIRURGICO@0@13@0@@0
2C011M001610508@EQUIPO CYSTOFLO ADULTO 2000 ML PLUS VITAL 1 UNIDAD | . X 1. CARDIOMED@MATERIAL MEDICOQUIRURGICO@3@0@6@@14
2A103M001610004@BAJALENGUAS DE MADERA PX20  1 UNIDAD | . X 1. ALFA TRADE@MATERIAL MEDICOQUIRURGICO@3@19@0@@1
2230M001581586@BARNIZ CLINPRO WHITE REF 12246 1 UNIDAD | CAJA X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@30@0@@0
2230M001581189@CEPILLO PROFILAXIS UND.DENTAMERICA 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@150@0@@0
2230M001581205@CONO PAPEL 45-80 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@2@0@@0
2230M001581215@ENHEBRADORES PAQUETEX24 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@1@0@@0
2230M001581217@EUGENOL EUFAR FCO.15ML. 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@2@0@@0
2230M001581221@EYECTORES PAQUETE X 100 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@2@0@@0
2230M001581256@FRESA DIAM PERA OPERATORIA    808012 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@10@0@@0
2230M001581288@HIPOCLORITO DE SODIO 1%X120ML 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@1@0@@0
2230M001581290@KETAC-MOLAR EASY MIX ART REF. 56633 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@1@0@@0
2230M001581316@PASTA PARA PROFILAXIS DETARTRIN FCO X 60 GRS 1 UNIDAD | CAJA X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@2@0@@0
2230M001581355@SEDA DENTAL 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@1@0@@0
2230M001581370@TIRAS DE LIJA METALICA P.AMALGAMA PQT X 12 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@4@0@@0
2230M001581480@APLICADOR PARA RESINA EXTRA CX100  1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@2@0@@0
2230M001581512@RESINA FOT Z-100 4 GRS A3 TPH DENTSPLAY 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@1@0@@0
2230M001581605@DESMINERALIZANTE GEL 37% JERX12GR 10ml UNIDAD | CAJA X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@2@0@@0
2230M001581146@PAPEL ARTICULAR PEQUENO CUADERNILLO 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@10@0@@0
2230M001581149@ACEITE DE PIEZA DE MANO SPRAY  KAVO FCO 200ML 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@1@0@@0
2230M001581161@AGUJA CORTAS C X 100 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@2@0@@0
2230M001581172@ANESTESIA AL 2% CX50 LIDOCAINA CARPULA 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@3@0@@0
2230M001581176@BANDA PORTAMATRIZ 5 MM ROLLO  X10 PI NEO 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@3@0@@0
2225M001601874@OPTICLUDE JUNIOR CX20 3M PARCHE 1 UNIDAD | . X 1. LABORATORIO 3M DECOLOMBIA@MATERIAL OFTALMOLOGICO@15@30@0@@12
2225M001601873@OPTICLUDE ADULTO CX20 3M PARCHE 1 UNIDAD | . X 1. LABORATORIO 3M DECOLOMBIA@MATERIAL OFTALMOLOGICO@0@20@0@@12
3161M0840001@MELATONINA 3mg TABLETA | FRASCO X 60. VARIOS E IMPORTADOS@MELATONINA@75@120@30@@420
395N0020001@NAPROX 125mg SOLUCION ORAL | FRASCO X 5ml. LABINCO@NAPROXENO@0@1@0@@0
3A102N0470003@ENSURE PLUS HN 1.5kcal/ml SUSPENSION ORAL | CAJA X 8. ABBOT LABORATORIOS DE COLOMBIA@NUTRICION ENTERAL@3@0@6@@0
3730O0280001@MAGNESIUM OXIDO 400mg CAPSULA | FRASCO X 100. HEALTHY AMERICA@OXIDO DE MAGNESIO@450@0@900@@1500
2158P001822197@PANAL CONTENT MEDICAL TALLA L PX30  1 UNIDAD | . X 1. TECNOQUIMICAS S.A@PA√êALES PARA INCONTINENCIA@111@1@221@@654
2158P001822195@PANITOS HUMEDOS WINNY 100 UNIDAD | CAJA X 1. TECNOQUIMICAS S.A@PA√êALES PARA INCONTINENCIA@2@4@0@@1
2158P001822198@PANAL CONTENT MEDICAL TALLA M PX30 1 UNIDAD | . X 1. TECNOQUIMICAS S.A@PA√êALES PARA INCONTINENCIA@41@32@50@@663
2142P001822192@PANAL WINNY ULTRASEC ETAPA 4 MORADO PX30 1 UNIDAD | . X 1. DROGUERIA SAN JORGE@PA–ALES PARA INCONTINENCIA@8@4@12@@12
2142P001822189@PANAL TENA SLIP TALLA L PX21 1 UNIDAD | . X 1. DROGUERIA SAN JORGE@PA–ALES PARA INCONTINENCIA@37@11@63@@60
2142P001822188@PANAL TENA SLIP TALLA M PX21 1 UNIDAD | . X 1. DROGUERIA SAN JORGE@PA–ALES PARA INCONTINENCIA@31@8@55@@17
2177P001825334@PANITOS HUMEDOS PEQUENIN ORIG. 24 UNDS UNIDAD | . X .. ALLERS S.A@PA–ALES PARA INCONTINENCIA@0@2@0@@2
2142P001822194@PANAL TENA SLIP TALLA  S   PX21 1 UNIDAD | . X 1. DROGUERIA SAN JORGE@PA–ALES PARA INCONTINENCIA@4@8@1@@0
3117A1810001@ALTRACINE A 1mg+50ui+10000ui UNGUENTO OFTALMICO | TUBO X 5g. OFTALMOQUIMICAS@POLIMIXINA B+BACITRACINA+DEXAMETASONA@0@0@1@@9
320R0240001@XARELTO CON RECUBIERTA 15mg TABLETA | CAJA X 28. BAYER SA@RIVAROXABAN@224@266@182@@0
2243R000532203@BABEROS DESECHABLES X 100 UNID 1 UNIDAD | . X 1. MEJIA POTES YOVANA MEDIQUIRRGI@ROPA QUIRURGICA@0@100@0@@0
2243R000532216@SABANA DESECHABLE RESORTADA X UN BOLSA X 5 CAMILLA 1 UNIDAD | BOLSA X 1. MEJIA POTES YOVANA MEDIQUIRRGI@ROPA QUIRURGICA@0@5@0@@0
2C011R000530001@TAPABOCAS DESECHABLE CON TIRAS 1 UNIDAD | CAJA X 50. CARDIOMED@ROPA QUIRURGICA@50@50@50@@3080
2371R000530003@SABANAS AJUSTABLES 2.00 X 100M CLAY 1 UNIDAD | . X 1. CLAY SA@ROPA QUIRURGICA@0@15@0@@40
2243R000532204@BATA PACIENTE MANGA SIZA      BOLSA X 5 1 UNIDAD | . X 1. MEJIA POTES YOVANA MEDIQUIRRGI@ROPA QUIRURGICA@0@30@0@@0
3121S0330002@ZOLOF 100mg TABLETA | CAJA X 10. PFIZER@SERTRALINA@15@40@0@@0
398S0370001@EROXIM 50mg TABLETA | CAJA X 4. LAFRANCOL@SILDENAFIL@5@86@0@@0
3110S0440004@JANUMET XR 50/1000mg TABLETA | CAJA X 56. MERCK SHARP DOMME@SITAGLIPTINA + METFORMINA@112@112@112@@0
2C011S001372347@SONDA SUCCION CONTROL # 12 PLUS VITAL 1 UNIDAD | . X 1. CARDIOMED@SONDAS QUIRURGICAS@0@30@0@@1230
2236S001372342@SONDA NELATON # 16 CX50 PLUS VITAL 1 UNIDAD | . X 1. CARDIOMED@SONDAS QUIRURGICAS@155@55@255@@1009
2232S001372328@SONDA NELATON # 12 REF:1172 1 UNIDAD | CAJA X 1. LABORATORIO SHERLEG S.A@SONDAS QUIRURGICAS@26@48@4@@0
2C011S001370014@SONDA NELATON # 14 CX50 PLUS VITAL 1 UNIDAD | . X 1. CARDIOMED@SONDAS QUIRURGICAS@263@0@526@@178
2C011S001370013@SONDA NELATON # 12 CX50 PLUS VITAL 1 UNIDAD | . X 1. CARDIOMED@SONDAS QUIRURGICAS@104@0@208@@27
2C011S001370001@SONDA FOLLEY 16 X 5 2 VIAS 1 UNIDAD | CAJA X 10. CARDIOMED@SONDAS QUIRURGICAS@1@3@0@@4
2203T001632929@SONDA SUCCION # 14 REF: GC8018C14 GCMEDICAL 1 UNIDAD | CAJA X 1. DUMIAN MEDICAL S.A.S@SONDAS QUIRURGICAS@105@0@210@@0
2203S001372302@SONDA SUCCION # 6 REF: GC8018C06 ENTERPRISE 1 UNIDAD | CAJA X 1. DUMIAN MEDICAL S.A.S@SONDAS QUIRURGICAS@30@10@50@@2
2C011T001630008@CANULA NASAL ADULTO REF: 505005 1 UNIDAD | CAJA X 100. CARDIOMED@TERAPIA RESPIRATORIA@0@1@0@@0
2C011T001630003@HUMIDIFICADOR DE OXIGENO 1 UNIDAD | CAJA X 1. CARDIOMED@TERAPIA RESPIRATORIA@1@3@0@@597
2198S001372329@SONDA SUCCION # 12 REF: 1132 SHERLEG 1 UNIDAD | . X 1. LABORATORIO SHERLEG S.A@TERAPIA RESPIRATORIA@174@8@341@@0
2236T001633088@MASCARA DE NO REINALACION PEDIATRICA  1 UNIDAD | . X 1. DUMIAN MEDICAL S.A.S@TERAPIA RESPIRATORIA@0@10@0@@0
2244T001633119@EXTENSION BOTON GASTROSTOMIA  REF: 0121-12 1 UNIDAD | . X 1. MINERVA MEDICAL S A S@TERAPIA RESPIRATORIA@1@2@1@@0
2244T001633116@EXTENSION BOTON GASTROSTOMIA  REF. 0121-24 1 UNIDAD | . X 1. MINERVA MEDICAL S A S@TERAPIA RESPIRATORIA@1@3@0@@0
2203T001632914@CANULA NASAL ADULTO ENTERPRISE 1 UNIDAD | CAJA X 1. DUMIAN MEDICAL S.A.S@TERAPIA RESPIRATORIA@0@1@0@@0
2203T001632928@SONDA SUCCION # 12 REF: GC8018C12 ENTERPRISE 1 UNIDAD | CAJA X 1. DUMIAN MEDICAL S.A.S@TERAPIA RESPIRATORIA@150@108@193@@0
2203T001632930@SONDA SUCCION # 16 REF: GC8018C16 GCMEDICAL 1 UNIDAD | . X 1. DUMIAN MEDICAL S.A.S@TERAPIA RESPIRATORIA@100@0@200@@0
2C011T001630005@EQUIPO TERAPIA PEDIATRICO 1 UNIDAD | CAJA X 1. CARDIOMED@TERAPIA RESPIRATORIA@1@1@1@@19
09203T1230001@DUPROT FPS 50+ X 60GR CREMA | TUBO X 1. DUMIAN MEDICAL S.A.S@TOCOPHERON,ETHYLHEXYL TRIAZONE@0@3@0@@0
368T0250001@TRIMETOPRIM + SULFAMETOXAZOL 80mg/400mg TABLETA | CAJA X 100. GEN-FAR S.A@TRIMETOPRIM + SULFAMETOXAZOL@0@15@0@@0
2235V000933255@VENDA ELASTICA 5X5 MEDISPO 1 UNIDAD | . X 1. PROTEX S.A@VENDAS QUIRURGICAS@0@1@0@@0
2230V000933248@ALGODON TACO ODONTOLOGICO PX1000 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@VENDAS QUIRURGICAS@0@3@0@@0
3161V0600001@ABSORB-K CREMACLARIFICANTE . CREMA | TUBO X 30g. VARIOS E IMPORTADOS@VITAMINA K+ARNICA+CALENDULA@1@2@1@@0
371D1230001@TRIUMEQ RECUBIERTA 50/600/300mg TABLETA | CAJA X 30. GLAXO@DOLUTEGRAVIR+ABACAVIR+LAMIVUDI@15@0@30@@0
3998F0190001@BIO GLOFEN 10% SOLUCION OFTALMICAS | FRASCO X 5ml. LABORATORIOS SOPHAR@FENILEFRINA@0@0@1@@9
2205J000020986@JERINGA 10 ML C/A 21 X 1 1/2 3PTS 1 UNIDAD | CAJA X 1. ETERNA@JERINGAS QUIRURGICAS@3@0@6@@0
50990L0190001@CONVUDINA 150+300mg TABLETA | CAJA X 60. SALUSPHARMA S.A.S.@LAMIVUDINA + ZIDOVUDINA@30@0@60@@20
2203M001611968@EQUIPO CYSTOFLO ADULTO 2000 ML CX50 REF: GC05202 ENTERPRISE 1 UNIDAD | . X 1. DUMIAN MEDICAL S.A.S@MATERIAL MEDICOQUIRURGICO@0@0@1@@0
2142P001825445@PANAL HUGGIES LITTE SWIMMERS PISINA TALLA L (G) PX10 1 UNIDAD | . X 1. DROGUERIA SAN JORGE@PA–ALES PARA INCONTINENCIA@0@0@1@@6
3117S0450001@HIPERVISC 37.5+12.5mg-5ml SOLUCION OFTALMICAS | FRASCO X . OFTALMOQUIMICAS@SODIO CLORURO + CLORURO POTASIO@1@0@2@@9
2225T001633077@MASCARILLA ALTA EFICIENCIA RFE 1860 3M   CX20 1 UNIDAD | . X 1. LABORATORIO 3M DECOLOMBIA@TERAPIA RESPIRATORIA@5@0@10@@0
2203T001632915@CANULA NASAL PEDIATRICA REF: 8022A02 ENTERPRISE 1 UNIDAD | CAJA X 1. DUMIAN MEDICAL S.A.S@TERAPIA RESPIRATORIA@0@0@1@@50
3151T1100001@KRYTANTEK 20+2+5mg SOLUCION OFTALMICAS | FRASCO X 5ml. SOPHIA@TIMOLOL+DORZOLAIDA+BRIMONIDINA@0@0@1@@0
353T1170001@FITOSTIMOLINE 32g CREMA | TUBO X 1. EUROETIKA@TRITICUM VULGARE@2@0@4@@0
3145U0020003@UREADERM LACTATO TOPICA 5+8% LOCION | FRASCO X 225ml. SCANDINAVIA@UREA@4@0@8@@0
