ROTACION DUANA @@@@@@@
CODIGO@MEDICAMENTO@MOLECULA@PROMEDIO MES@STOCK FARMACIA@PEDIDO 60 DIAS@@STOCK BODEGA
180A0370299@ABACAVIR 300mg TABLETA | FRASCO X 60. LEGRAND@ABACAVIR@15@60@0@@0
1125S0580001@FORTZINK 20mg CAPSULA | CAJA X 20. PROCAPS@SULFATO DE ZINC@10@0@20@@0
168S0604272@SUMATRIPTAN 100mg TABLETA | CAJA X 2. GEN-FAR S.A@SUMATRIPTAN@17@0@35@@0
1144T0034289@FALMONOX 500mg TABLETA | CAJA X 3. SANOFI-AVENTIS@TECLOZAN@0@0@2@@0
1161Z9995408@TETMODISS 25mg TABLETA | FRASCO X 112. AXON PHARMA@TETRABENAZINA@112@0@224@@0
153T0924586@FITOSTIMOLINE  60 CREMA | TUBO X 1. EUROETIKA@TRITICUM VULGARE+2+FENOXIETANOL@1@0@2@@0
1125V0454744@RETIBLAN 100000ui TABLETA O CAPSULA | CAJA X 50. PROCAPS@VITAMINA A@25@0@51@@0
155V0590001@FARMA D 2000ui TABLETA | FRASCO X 60. FARMA@VITAMINA D3@90@0@180@@0
1168A0230001@AMIODARONA  200mg TABLETA | CAJA X 10. GEN-FAR S.A@AMIODARONA CLORHIDRATO@37@0@75@@0
114A0960481@TENORMIN 50mg TABLETA | CAJA X 14. ASTRA ZENECA@ATENOLOL@7@0@14@@0
1109B0380792@CONCOR 10mg TABLETA | CAJA X 30. MERCK@BISOPROLOL@15@0@30@@0
1121C1011229@SICCAFLUID 2.5mg/g UNGUENTO OFTALMICO | FRASCO X 10g. QUIDECA@CARBOMERO 974 P@0@0@1@@863
1125C0150982@OTOSEC 0.3% SOLUCION OTICA | FRASCO X 10ml. SIEGFRIED@CIPROFLOXACINA@1@0@3@@0
1161C1930002@B-100 COMPLEX . TABLETA | FRASCO X 50. VARIOS E IMPORTADOS@COMPLEJO B+HIERRO+ZINC@12@0@25@@0
1121D0410001@FRAGMIN ANTI FACTOR-XA 10000ui/0.4ml SOLUCION INYECTABLE | CAJA X 5. PFIZER@DALTEPARINA@15@0@30@@0
168D0560001@DIACEREINA  50mg CAPSULA | CAJA X 30. GEN-FAR S.A@DIACEREINA@30@0@60@@0
140E0111768@ESTERMAX  0.625mg TABLETA | CAJA X 28. CHALVER@ESTROGENOS CONJUGADOS@70@0@141@@0
11F0510001@LUVOX 100mg TABLETA | CAJA X 30. LAFRANCOL@FLUVOXAMINA@112@0@225@@0
1Q002F0750003@ENEMATROL SALINO 2.5gx1000ml SOLUCION RECTAL | CAJA X 12. QUIBI S.A.@FOSFATO DE SODIO DIBASICO+MONO@10@0@21@@0
1109L0062787@EUTIROX 100mg TABLETA | CAJA X 300. MERCK@LEVOTIROXINA SODICA@25@0@52@@0
11P0390001@CREON 25000ui CAPSULA | FRASCO X 50. LAFRANCOL@PANCREATINA@45@0@90@@0
1125R0190002@IFAXIM 550mg TABLETA | CAJA X 7. PROCAPS@RIFAXIMINA@49@0@98@@0
1101R0300001@ROSUVINA 20mg TABLETA | CAJA X 28. LEGRAND@ROSUVASTATINA@5@0@11@@0
164S0410001@VYTORIN 10mg/20mg TABLETA | CAJA X 28. MERCK SHARP DOMME@SIMVASTATINA+EZETIMBA@7@0@14@@0
1403S0480001@HIPERTON 5% SOLUCION OFTALMICAS | FRASCO X 10ML. QUIFARMED@SOLUCION SALINA HIPERTONICA@0@0@1@@0
1168T0440171@TAMSULOSINA RETARD 0.4mg CAPSULA | CAJA X 30. GEN-FAR S.A@TAMSULOSINA@52@0@105@@0
1157T0444435@TAMSULON 0.4mg CAPSULA | CAJA X 30. TECNOFARMA@TAMSULOSINA@157@0@315@@0
192T0624486@TIOCOLSID 4mg TABLETA | CAJA X 20. LA SANTE@TIOCOLCHICOSIDO@5@0@10@@40
1125T0884580@MUVETT S 200+120mg TABLETA | CAJA X 21. PROCAPS@TRIMEBUTINA+SIMETICONA@26@0@53@@0
1110V0290001@VACUNA VARIVAX 1.35ufc SOLUCION INYECTABLE | CAJA X 1. MERCK SHARP DOMME@VACUNA+ANTIVARICELA VIRUS VIVO A@0@0@1@@0
168C0150969@CIPROFLOXACINO 500mg TABLETA | CAJA X 100. GEN-FAR S.A@CIPROFLOXACINA@20@0@40@@0
1144C0731170@PLAVIX 75mg TABLETA | CAJA X 28. SANOFI-AVENTIS@CLOPIDOGREL@7@0@14@@0
11C1900001@CARDIOL 25mg TABLETA | CAJA X 30. LAFRANCOL (ABBOTT)@CLORTALIDONA@7@0@15@@0
135E0301839@BARACLUDE 0.5mg TABLETA | CAJA X 30. BRISTOL@ENTECAVIR@7@0@15@@60
111H0142410@HIDROXICINA HCL JARABE 0.25% SOLUCION ORAL | FRASCO X 120mL. ANGLOPHARMA@HIDROXICINA@0@0@2@@548
180L0012730@LAMIVUDINA 150mg TABLETA O CAPSULA | CAJA X 60. HUMAX@LAMIVUDINA@45@0@90@@0
1116L0280001@LAMOTRIGINA 25mg TABLETA | CAJA X 30. NOVARTIS@LAMOTRIGINA@22@0@45@@0
1128L0322908@XALACOM GOTAS  50mcg+5mg SOLUCION OFTALMICAS | FRASCO X 2.5ML. PFIZER@LATANOPROST+MALEATO TIMOLOL@0@0@1@@0
1158L0810001@MOVIPROST  24mcg CAPSULA | CAJA X 21. TECNOQUIMICAS@LUBIPROSTONE@15@0@32@@210
127T0430001@VERELIS 5mg TABLETA | CAJA X 4. BIOQUIFAR@TADALAFIL@7@0@14@@2
173T1090006@PALEXIS RETARD 50mg TABLETA | CAJA X 60. GRUNENTHAL@TAPENTADOL@30@0@60@@0
1138T0054304@TERBUROP SOLUCION 1%x10ml SOLUCION PARA INHALACION | CAJA X 24. ROPSOHN@TERBUTALINA SULFATO@0@0@1@@0
1125T0884581@TRIMEBUTINA+SIMETICONA 200+120mg TABLETA | CAJA X 30. PROCAPS@TRIMEBUTINA+SIMETICONA@15@0@30@@0
153T0924584@FITOSTIMOLINE 32g GEL | TUBO X 1. EUROETIKA@TRITICUM VULGARE+2+FENOXIETANOL@0@0@1@@0
371A0010001@DOLEX 7+ JARABE 250mg/5ml SOLUCION ORAL | FRASCO X 120ml. GLAXO@ACETAMINOFEN@3@4@2@@4
219A001430004@AGUA ESTERIL REF:ARB0303 500ml SOLUCION INYECTABLE | CAJA X 40. BAXTER@AGUA ESTERIL@0@2@0@@0
2N004A003280002@AGUJA LAPICERO DE INSULINA 32G X 4MM 1 UNIDAD | . X 1. NORSTRAY NUART S.A.S@AGUJA QUIRURGICAS@3817@0@7635@@0
2O01A003290001@BOLSA PARA PIERNA CONVEEN 600 ML REF: 5170 1 UNIDAD | CAJA X 1. ORDENES Y SUMINISTROS@ASEO PERSONAL@0@5@0@@0
2142A003290108@PANAL HUGGIES LITTE SWIMMERS PISINA TALLA M PX11 1 UNIDAD | . X 1. DROGUERIA SAN JORGE@ASEO PERSONAL@0@3@0@@4
2193P001822173@PANAL WINNY GOD ETAPA 6  PX20 1 UNIDAD | . X 1. DROGUERIA SAN JORGE@ASEO PERSONAL@12@3@22@@12
235B001460146@BARRERA DE COLOSTOMIA # 45 MM REF:125144 CX5  1 UNIDAD | CAJA X 1. BRISTOL MYERS SQUIBB@BARRERA  DE COLOSTOMIA@11@14@8@@0
235B001460150@BARRERA DE COLOSTOMIA # 70 MM REF:400949 CX5 1 UNIDAD | . X 1. BRISTOL MYERS SQUIBB@BARRERA  DE COLOSTOMIA@12@12@13@@0
235B001460148@BARRERA DE COLOSTOMIA # 57 MM REF:125145 CX5 1 UNIDAD | CAJA X 1. BRISTOL MYERS SQUIBB@BARRERA  DE COLOSTOMIA@80@0@160@@0
235B001460147@BARRERA DE COLOSTOMIA # 57 FLEXIBLE 401612 CX5 1 UNIDAD | CAJA X 1. BRISTOL MYERS SQUIBB@BARRERA  DE COLOSTOMIA@24@0@48@@0
318B0620001@BUTIMERIN SPRAY 25+25+250mg SOLUCION TOPICA | FRASCO X 120ml. BAGO@BENCETONIO CL +  CLOROCRESOL +@0@3@0@@0
235B001450141@BOLSA DE DRENAJE UROSTOMIA #45REF 402550 C X 10 1 UNIDAD | . X 1. BRISTOL MYERS SQUIBB@BOLSA DE COLOSTOMIA@5@10@0@@0
235B001450135@BOLSA DE COLOSTOMIA # 57 MM REF: 402534 CX10  1 UNIDAD | CAJA X 1. BRISTOL MYERS SQUIBB@BOLSA DE COLOSTOMIA@102@23@182@@0
2188B001450001@BOLSA DE DRENAJE UROSTOMIA #57 REF 402551 1 UNIDAD | CAJA X 10. BOSTON MEDICAL DEVICES COLOMBI@BOLSA DE COLOSTOMIA@6@19@0@@1
235B001450136@BOLSA DE COLOSTOMIA # 70 MM REF: 402535 CX10 1 UNIDAD | CAJA X 1. BRISTOL MYERS SQUIBB@BOLSA DE COLOSTOMIA@13@10@16@@21
314C0950002@ATACAND PLUS 32/12.5mg TABLETA | CAJA X 28. ASTRA ZENECA@CANDESARTAN + HIDROCLOROTIAZIDA@35@28@42@@6
3175C1040001@OSTEOCAL D 1250mg+330ui TABLETA | CAJA X 70. SIEGFRIED@CARBONATO DE CALCIO+VITAMINA D3@7@0@15@@0
3151C0140001@MODUSIK A OFTENO 1mg SOLUCION OFTALMICAS | FRASCO X 5ml. SOPHIA@CICLOSPORINA@1@0@2@@0
3161C1870003@CREMA LUBRIDERM C/PERF EXTRA HUMEC 400ml CREMA | FRASCO X .. VARIOS E IMPORTADOS@COSMETICOS@3@0@8@@36
2O01C002660012@BOLSA PARA PIERNA CON CORREA CONVEEN 600 ML /45CM REF: 5170 CX10 1 UNIDAD | . X 1. ORDENES Y SUMINISTROS@CURACIONES QUIRURGICAS@0@3@0@@0
2198C002660490@CURASORB 10 X 10 REF:9236 CX10 1 UNIDAD | . X 1. COVIDIEN COLOMBIA S.A@CURACIONES QUIRURGICAS@0@2@0@@0
2225C002660519@MICROPORE 2 PULGADA COLOR PIEL CX6 REF:1533-2 3M 1 UNIDAD | . X 1. LABORATORIO 3M DECOLOMBIA@CURACIONES QUIRURGICAS@15@4@28@@0
2158C002660548@MICROPORE 1 PULGADA COLOR PIEL CX12 CUREBAND  1 UNIDAD | . X 1. TECNOQUIMICAS S.A@CURACIONES QUIRURGICAS@0@0@1@@0
2177C002660486@ELIMINADOR DE ADHESIVO SENCI CARE TOALLITAS REF: 413500 1 UNIDAD | CAJA X 30. ALLERS S.A@CURACIONES QUIRURGICAS@2@0@5@@0
2177C002660487@BARRERA CUTANEA NO IRRITANTE SENSI CARE TOALLITAS REF: 413501 1 UNIDAD | CAJA X 30. ALLERS S.A@CURACIONES QUIRURGICAS@0@1@0@@0
2201C002660501@PANITOS HUMEDOS PX105 PANDA  1 UNIDAD | . X 1. DISTRIBUIDORA EXTRA@CURACIONES QUIRURGICAS@61@0@124@@220
2177C002660488@OMNIFIX ELASTIC 15 CM X 10 REF: 900604 1 UNIDAD | CAJA X 10. ALLERS S.A@CURACIONES QUIRURGICAS@0@2@0@@0
235C002660508@STOMAHESIVE PASTA REF:183910 1 UNIDAD | CAJA X 1. BRISTOL MYERS SQUIBB@CURACIONES QUIRURGICAS@5@2@9@@0
2225C002660528@MICROPORE 1 PULGADA COLOR PIEL CX12 REF:1533-1 3M 1 UNIDAD | . X 1. LABORATORIO 3M DECOLOMBIA@CURACIONES QUIRURGICAS@1@0@3@@0
2194D001630576@ALCOHOL ANTISEPTICO 70% 700 ML CX6 1 UNIDAD | FRASCO X 1. TECNOQUIMICAS S.A@DESINFECTANTE PARA USOS QUIRURGICOS@0@13@0@@8271
2142D001640617@ALMIPRO CREMA 500g CREMA | CAJA X 1. DROGUERIA SAN JORGE@DROGA BLANCA Y PREPARADOS@3@0@6@@108
371D0890001@AVODART 0.5mg CAPSULA | CAJA X 30. GLAXO@DUTASTERIDA@427@0@855@@780
219E001290666@EQUIPO MACROGOTEO C/SITIO EN 2 Y MRC0005MP 1 UNIDAD | CAJA X 100. LABORATORIO BAXTER@EQUIPO ADMINISTRACION DE LIQUIDOS@16@43@0@@0
2248E001290001@EQUIPO MACROGOTEO S/A MEDISPO 1 UNIDAD | . X . PROTEX S.A@EQUIPO ADMINISTRACION DE LIQUIDOS@12@42@0@@0
2242E001290680@PARADIGMA RESERVORIO 3.0 ML REF.MMT332A C X 10 1 UNIDAD | . X 1. MEDTRONIC LATIN AMERICA INC.@EQUIPO ADMINISTRACION DE LIQUIDOS@1@1@3@@0
2242E001290681@EQUIPO INFUSION INSULIN 6M-23 REF.MMT399-398 C X 10 1 UNIDAD | . X 1. MEDTRONIC LATIN AMERICA INC.@EQUIPO ADMINISTRACION DE LIQUIDOS@1@1@3@@0
2111E001290001@EQUIPO CYSTOFLO ADULTO 2000 ML LIFE CAREL CX20 1 UNIDAD | . X 1. LIFE CARE@EQUIPO ADMINISTRACION DE LIQUIDOS@0@1@0@@135
2242E001290684@SENSOR ENLITE REF: MMT7008A 1 UNIDAD | CAJA X 1. MEDTRONIC LATIN AMERICA INC.@EQUIPO ADMINISTRACION DE LIQUIDOS@1@1@3@@0
219E001290668@EQUIPO NUTRIFLO 1500ML BOLSA  REF:BRD0202 CX40 1 UNIDAD | BOLSA X 1. LABORATORIO BAXTER@EQUIPO ADMINISTRACION DE LIQUIDOS@109@38@182@@0
2242E001290683@ADHESIVO FIJACION PARA SENSOR REF.IV3000 C X 10 1 UNIDAD | . X 1. MEDTRONIC LATIN AMERICA INC.@EQUIPO ADMINISTRACION DE LIQUIDOS@2@1@3@@0
2177E001310708@SENSI CARE SPRAY  REF:413502 50ml SOLUCION TOPICA | CAJA X 1. ALLERS S.A@ESTERILIZACION  QUIRURGICAS@0@1@1@@0
2C011E001310011@GASA ESTERIL 10 X 10 PX2 1 UNIDAD | CAJA X 100. CARDIOMED@ESTERILIZACION  QUIRURGICAS@20@0@40@@0
219S000542264@ENEMA TRAVAD SOLUCION SALINA BOLSA REF:ARD0004 2.5%/1000ml SOLUCION RECTAL | CAJA X 12. TECNOQUIMICAS@FOSFATO DE SODIO DIBASICO+MONO@43@0@88@@87
219S000542257@ENEMA TRAVAD BOLSA RD0001  16g+6g/133ml SOLUCION RECTAL | CAJA X 60. TECNOQUIMICAS@FOSFATO DE SODIO DIBASICO+MONO@19@13@27@@775
219S000542258@ENEMA TRAVAD ORAL  6+16g/133ml SOLUCION ORAL | CAJA X 24. TECNOQUIMICAS@FOSFATO DE SODIO DIBASICO+MONO@121@0@242@@20
3109F0620002@ANEMIDOX 330+1.000+100mg TABLETA | FRASCO X 30. MERCK@FUMARATO FERROSO+ACIDO FOLICO+ACIDO ASCORBICO@7@0@15@@0
2203G000760784@GUANTE EXAMEN TALLA L MADHOS 1 UNIDAD | CAJA X 100. DUMIAN MEDICAL S.A.S@GUANTES QUIRURGICOS@525@0@1050@@0
2203G000760785@GUANTE EXAMEN TALLA S    MADHOS 1 UNIDAD | CAJA X 100. DUMIAN MEDICAL S.A.S@GUANTES QUIRURGICOS@650@1200@100@@0
2203G000760783@GUANTE EXAMEN TALLA M     MADHOS  1 UNIDAD | CAJA X 100. DUMIAN MEDICAL S.A.S@GUANTES QUIRURGICOS@3925@0@7850@@100
3374H0340001@VENOSMIL 200mg CAPSULA | CAJA X 60. FAES FARMA@HIDROSMINA@0@60@0@@0
2205J000020989@JERINGA 5 ML C/A 21 X 1 1/2  CX100  1 UNIDAD | . X 1. ETERNA@JERINGAS QUIRURGICAS@1@0@2@@0
2227J000020999@JERINGA 60 ML PUNTA CATETER    REF:309620 1 UNIDAD | CAJA X 1. LABORATORIO BECTON DICKINSON@JERINGAS QUIRURGICAS@75@44@106@@0
2248J000020001@JERINGA 10 ML C/A 21 X 1 1/2 MEDISPO 1 UNIDAD | CAJA X . PROTEX S.A@JERINGAS QUIRURGICAS@87@209@0@@0
2203J000020970@JERINGA 20 ML 21 X 1 1/2 3PTES CX50 1 UNIDAD | . X 1. DUMIAN MEDICAL S.A.S@JERINGAS QUIRURGICAS@2@0@4@@0
2205J000020985@JERINGA 20 ML 21 X 1 1/2 3PTS  CX50 1 UNIDAD | CAJA X 1. ETERNA@JERINGAS QUIRURGICAS@0@1@0@@0
2203J000020971@JERINGA 20 ML 21 X 1 1/2 CX45 1 UNIDAD | CAJA X 1. PROTEX S.A@JERINGAS QUIRURGICAS@0@15@0@@0
2203J000020973@JERINGA 5 ML C/A 21 X 1 1/2 MADHOS CX100 1 UNIDAD | . X 1. DUMIAN MEDICAL S.A.S@JERINGAS QUIRURGICAS@30@0@62@@0
2203J000020974@JERINGA 5 ML C/A 21 X 1 1/2  CX100 1 UNIDAD | . X 1. PROTEX S.A@JERINGAS QUIRURGICAS@18@230@0@@0
2203J000020982@JERINGA 5 ML C/A 21 X 1 1/2 MADHOS CX100 1 UNIDAD | . X 1. DUMIAN MEDICAL S.A.S@JERINGAS QUIRURGICAS@1@0@4@@0
2203J000020983@JERINGA 10 ML C/A 21G X 1 1/2 CX100 MADHOS 1 UNIDAD | . X 1. DUMIAN MEDICAL S.A.S@JERINGAS QUIRURGICAS@41@6@78@@0
311K0020001@KETOCONAZOL 2% CREMA | TUBO X 30g. ANGLOPHARMA@KETOCONAZOL@3@5@2@@60
3A101L0060001@ELTROXIN 100mg TABLETA | CAJA X 50. ASPEN@LEVOTIROXINA SODICA@11@5@18@@0
3A101L0060002@ELTROXIN 50mg TABLETA | CAJA X 50. ASPEN@LEVOTIROXINA SODICA@0@50@0@@0
3109L0060003@EUTIROX 50mcg TABLETA | CAJA X 50. MERCK@LEVOTIROXINA SODICA@0@50@0@@0
2111M001610786@SONDA FOLLEY 16 X 5 2VIAS CX10  1 UNIDAD | BOLSA X 1. LIFE CARE@MATERIAL MEDICOQUIRURGICO@3@3@3@@0
2M001M001610017@MICROPORE 1 PULGADA COLOR PIEL CX12 1 UNIDAD | . X 1. MADHOS S A S@MATERIAL MEDICOQUIRURGICO@6@10@4@@1
2M001M001610016@MICROPORE 2 PULGADAS COLOR PIEL CX6 1 UNIDAD | . X 1. MADHOS S A S@MATERIAL MEDICOQUIRURGICO@1@2@0@@5
2203M001611968@EQUIPO CYSTOFLO ADULTO 2000 ML CX50 REF: GC05202 ENTERPRISE 1 UNIDAD | . X 1. DUMIAN MEDICAL S.A.S@MATERIAL MEDICOQUIRURGICO@2@0@4@@0
2203S001372296@SONDA NELATON # 16 CX100 GCMEDICAS 1 UNIDAD | . X 1. MADHOS S A S@MATERIAL MEDICOQUIRURGICO@160@80@240@@0
2M001M001610035@SONDA NELATON # 14 CX100 GCMEDICAL 1 UNIDAD | . X 1. MADHOS S A S@MATERIAL MEDICOQUIRURGICO@87@8@167@@0
2211M001613293@GASA ESTERIL 7.5 X 7.5CM REF:25-334S (PX2) GHC 1 UNIDAD | . X 1. GLOBAL HEALTHCARE COLOMBIA@MATERIAL MEDICOQUIRURGICO@25@100@0@@1796
2M001M001610014@EQUIPO MACROGOTERO SIN AGUJA CX400  1 UNIDAD | . X 1. MADHOS S A S@MATERIAL MEDICOQUIRURGICO@3@13@0@@0
2241M001612039@APLICADOR CON ALGODON PX20 PRODEMA 1 UNIDAD | . X 1. MEDQUILABO LTDA@MATERIAL MEDICOQUIRURGICO@8@0@18@@0
2286M001612164@APOSITO TRANSPARENTE 10 X12 REF: 20-008 1 UNIDAD | . X 1. IMPORMEDICAS MV@MATERIAL MEDICOQUIRURGICO@2@0@4@@0
2401M001610001@APLICADORES CON ALGODON PX100 MV 1 UNIDAD | . X 1. IMPORMED LTDA@MATERIAL MEDICOQUIRURGICO@6@15@0@@0
2A103M001610004@BAJALENGUAS DE MADERA PX20  1 UNIDAD | . X 1. ALFA TRADE@MATERIAL MEDICOQUIRURGICO@4@19@0@@1
2C011M001612321@SONDA SUCCION # 16 CON CONTROL PLUS VITAL 1 UNIDAD | . X 1. CARDIOMED@MATERIAL MEDICOQUIRURGICO@31@21@42@@101
2230M001581205@CONO PAPEL 45-80 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@2@0@@0
2230M001581172@ANESTESIA AL 2% CX50 LIDOCAINA CARPULA 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@3@0@@0
2230M001581316@PASTA PARA PROFILAXIS DETARTRIN FCO X 60 GRS 1 UNIDAD | CAJA X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@2@0@@0
2230M001581189@CEPILLO PROFILAXIS UND.DENTAMERICA 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@150@0@@0
2230M001581370@TIRAS DE LIJA METALICA P.AMALGAMA PQT X 12 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@4@0@@0
2230M001581605@DESMINERALIZANTE GEL 37% JERX12GR 10ml UNIDAD | CAJA X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@2@0@@0
2230M001581256@FRESA DIAM PERA OPERATORIA    808012 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@10@0@@0
2230M001581221@EYECTORES PAQUETE X 100 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@2@0@@0
2230M001581217@EUGENOL EUFAR FCO.15ML. 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@2@0@@0
2230M001581146@PAPEL ARTICULAR PEQUENO CUADERNILLO 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@10@0@@0
2230M001581586@BARNIZ CLINPRO WHITE REF 12246 1 UNIDAD | CAJA X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@30@0@@0
2230M001581161@AGUJA CORTAS C X 100 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@2@0@@0
2230M001581176@BANDA PORTAMATRIZ 5 MM ROLLO  X10 PI NEO 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@3@0@@0
2230M001581480@APLICADOR PARA RESINA EXTRA CX100  1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@2@0@@0
2230M001581355@SEDA DENTAL 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@1@0@@0
2230M001581288@HIPOCLORITO DE SODIO 1%X120ML 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@1@0@@0
2230M001581290@KETAC-MOLAR EASY MIX ART REF. 56633 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@1@0@@0
2230M001581512@RESINA FOT Z-100 4 GRS A3 TPH DENTSPLAY 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@1@0@@0
2230M001581149@ACEITE DE PIEZA DE MANO SPRAY  KAVO FCO 200ML 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@1@0@@0
2230M001581215@ENHEBRADORES PAQUETEX24 1 UNIDAD | . X 1. LABORATORIO CASA DENTAL@MATERIAL ODONTOLOGICO@0@1@0@@0
2225M001601874@OPTICLUDE JUNIOR CX20 3M PARCHE 1 UNIDAD | . X 1. LABORATORIO 3M DECOLOMBIA@MATERIAL OFTALMOLOGICO@37@30@45@@12
2225M001601873@OPTICLUDE ADULTO CX20 3M PARCHE 1 UNIDAD | . X 1. LABORATORIO 3M DECOLOMBIA@MATERIAL OFTALMOLOGICO@2@20@0@@12
3161M0840001@MELATONINA 3mg TABLETA | FRASCO X 60. VARIOS E IMPORTADOS@MELATONINA@67@120@15@@420
3110M0630001@REMERON SOLTAB 15mg TABLETA | CAJA X 30. MERCK SHARP DOMME@MIRTAZAPINA@3@0@8@@0
395N0020001@NAPROX 125mg SOLUCION ORAL | FRASCO X 5ml. LABINCO@NAPROXENO@0@1@0@@0
3A102N0470001@JEVITY 2 1500ml SUSPENSION ORAL | CAJA X 6. ABBOT LABORATORIOS DE COLOMBIA@NUTRICION ENTERAL@1@0@4@@0
3730O0280001@MAGNESIUM OXIDO 400mg CAPSULA | FRASCO X 100. HEALTHY AMERICA@OXIDO DE MAGNESIO@400@0@800@@1500
2158P001822198@PANAL CONTENT MEDICAL TALLA M PX30 1 UNIDAD | . X 1. TECNOQUIMICAS S.A@PA√êALES PARA INCONTINENCIA@42@32@52@@673
2158P001822195@PANITOS HUMEDOS WINNY 100 UNIDAD | CAJA X 1. TECNOQUIMICAS S.A@PA√êALES PARA INCONTINENCIA@1@4@0@@1
2158P001822197@PANAL CONTENT MEDICAL TALLA L PX30  1 UNIDAD | . X 1. TECNOQUIMICAS S.A@PA√êALES PARA INCONTINENCIA@115@1@231@@760
2142P001822189@PANAL TENA SLIP TALLA L PX21 1 UNIDAD | . X 1. DROGUERIA SAN JORGE@PA–ALES PARA INCONTINENCIA@39@11@69@@0
2177P001825334@PANITOS HUMEDOS PEQUENIN ORIG. 24 UNDS UNIDAD | . X .. ALLERS S.A@PA–ALES PARA INCONTINENCIA@0@2@0@@2
2142P001822194@PANAL TENA SLIP TALLA  S   PX21 1 UNIDAD | . X 1. DROGUERIA SAN JORGE@PA–ALES PARA INCONTINENCIA@5@8@3@@0
2142P001822192@PANAL WINNY ULTRASEC ETAPA 4 MORADO PX30 1 UNIDAD | . X 1. DROGUERIA SAN JORGE@PA–ALES PARA INCONTINENCIA@7@4@11@@0
2142P001822188@PANAL TENA SLIP TALLA M PX21 1 UNIDAD | . X 1. DROGUERIA SAN JORGE@PA–ALES PARA INCONTINENCIA@35@8@62@@17
3117A1810001@ALTRACINE A 1mg+50ui+10000ui UNGUENTO OFTALMICO | TUBO X 5g. OFTALMOQUIMICAS@POLIMIXINA B+BACITRACINA+DEXAMETASONA@0@0@2@@9
320R0240001@XARELTO CON RECUBIERTA 15mg TABLETA | CAJA X 28. BAYER SA@RIVAROXABAN@112@266@0@@0
2C011R000530001@TAPABOCAS DESECHABLE CON TIRAS 1 UNIDAD | CAJA X 50. CARDIOMED@ROPA QUIRURGICA@50@50@50@@8080
2371R000530003@SABANAS AJUSTABLES 2.00 X 100M CLAY 1 UNIDAD | . X 1. CLAY SA@ROPA QUIRURGICA@0@15@0@@40
2243R000532203@BABEROS DESECHABLES X 100 UNID 1 UNIDAD | . X 1. MEJIA POTES YOVANA MEDIQUIRRGI@ROPA QUIRURGICA@0@100@0@@0
2243R000532204@BATA PACIENTE MANGA SIZA      BOLSA X 5 1 UNIDAD | . X 1. MEJIA POTES YOVANA MEDIQUIRRGI@ROPA QUIRURGICA@0@30@0@@0
2243R000532216@SABANA DESECHABLE RESORTADA X UN BOLSA X 5 CAMILLA 1 UNIDAD | BOLSA X 1. MEJIA POTES YOVANA MEDIQUIRRGI@ROPA QUIRURGICA@0@5@0@@0
326R0380001@NEUPRO PARCHE 4mg/24h SISTEMA TRANSDERMICO | CAJA X 14. BIOPASS@ROTIGOTINA@3@0@7@@0
3170R0330001@MUCOSINA PEDIATRICO 50mg/ml SOLUCION ORAL | FRASCO X 30ml. WYETH CONSUMER@S+CARBOXIMETILCISTEINA LISINATO@1@0@3@@0
3121S0330001@ZOLOF 50mg TABLETA | CAJA X 30. PFIZER@SERTRALINA@10@0@20@@0
3121S0330002@ZOLOF 100mg TABLETA | CAJA X 10. PFIZER@SERTRALINA@7@40@0@@0
398S0370001@EROXIM 50mg TABLETA | CAJA X 4. LAFRANCOL@SILDENAFIL@2@86@0@@0
3110S0440004@JANUMET XR 50/1000mg TABLETA | CAJA X 56. MERCK SHARP DOMME@SITAGLIPTINA + METFORMINA@56@112@0@@0
